title,Job Description,employmentType,Salary Estimate,publishTime,companyID
Market Data Analyst,"Job Description
Market Data Analyst with strong background in Financial Inventory

Responsibilities:
Maintain inventory tracking system and ensure that it stays updated by tracking user ID?€?s, passwords, costs, user lists, usage reports, contract terms, vendor contacts, invoices, allocation percentages, etc. for all market data services/products managed by the team.
Exchange reporting on a monthly basis
Process and reconcile invoices using the inventory tracking system and work with the central finance function on workflow improvement.
Ensure that the Market data GL is only charged for Market data services
Assist with the management of the market data order process for end-users of subscription services by updating the inventory and permissioning systems and ensuring that invoice amounts are correct
Create/distribute scheduled and ad-hoc reports from our inventory tracking system that will be used by all levels of management both within the team as well as the various stakeholders supported. These reports will be used for budgeting and financial planning purposes, contract renewals, etc.
Contribute to, guide and support the contract renewal process globally including informing applicable team members on timing for re-negotiation and re-evaluation of existing contracts.
Create monthly market data reports for department heads; make updates or changes as necessary.
Strong Financial Information Tracking System (FITS) knowledge and skills are essential",full-time,$59K-$85K (Glassdoor est.),,95
Data Analyst,"Our client, one of the largest life insurers in the world, is seeking a Data Analyst for its Jersey City location.

Responsibilities:
Primary responsibilities would be business analytics utilizing techniques such as statistical analysis, predictive modeling and data mining.
This person may be expected to identify analytical requirements from an internal client or the business and how best to interpret data.
The data analyst may be expected to work with IT to retrieve data that?€?s needed and work closely with a reporting analyst to best present data.
They should also be able to create and design reports.

Qualifications:
Requires a Bachelor?€?s degree in Computer Science or related field and 10+ years of relevant experience.

Why Consider a Contract/Temp Role?
Get a foot in the door while evaluating your fit with an employer
Fill in the ?€?gap?€? while you continue to look for a permanent role
Build your resume by developing new skills, experiences & references
Some companies only use professional recruiting firms to fill jobs

Visit us at www.phytontalent.com for more information.

Phyton Talent Advisors is a proud winner of theInavero?€?s 2017 Best of Staffing?? Client Award & Named by Forbes as One of America?€?s Best Professional Recruiting Firms

As an Equal Opportunity / Affirmative Action Employer, by choice, Phyton Talent Advisors will not discriminate in its employment practices due to an applicant?€?s race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), sexual orientation, gender identity or expression, age, national origin, marital status, citizenship, physical and mental disability, criminal record, genetic information, predisposition or carrier status, status with respect to receiving public assistance, domestic violence victim status, a disabled, special, recently separated, active duty wartime, campaign badge, Armed Forces service medal veteran, or any other characteristics protected under applicable law.",full-time,$59K-$85K (Glassdoor est.),,162
Junior Data Analyst,"Job Description
Job description
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and ?€?clean?€? data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Work with management to prioritize business and information needs
Requirements
Proven work experience as a data analyst or business data analyst
Technical expertise regarding data models, database design development, data mining, and segmentation techniques
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL, etc), programming (XML, Javascript, or ETL frameworks)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS, etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
Master's in Computer Science or Engineering Management or Project Management or Information Systems/Technology (Preferred)
Powered by JazzHR

o6p2mepzHx",full-time,$59K-$85K (Glassdoor est.),,39
Microsoft Dynamics CRM Data Analyst,"*Introduction**As an IBM Application Architect, you directly help clients transform their business and solve complex problems. You will define the scope and vision for projects that deliver customized solutions using your knowledge of IBM platforms. You are a technical leader, serving as a liaison among business partners, technical resources, and project stakeholders.**Your Role and Responsibilities**IBM Services is seeking Microsoft Dynamics Customer Relationship Management (CRM) Data Analysts to collect and analyze requirements and solve client problems using Microsoft Dynamics CRM solutions. You will serve as a liaison between clients and project consultants, particularly during initial project phases. You will work primarily on project execution but may be involved in sales support as well.Microsoft CRM Data Analysts are responsible for identifying, developing and deploying end-user solutions in CRM systems. Using your deep functional knowledge and familiarity with the Microsoft Dynamics CRM application, you will ensure that client business requirements are met while providing a variety of advisory services around project management, business process development, implementation support and end-user training.**Primary Responsibilities:****Project Execution**+ Support the translation of client business requirements into CRM solutions, including requirements approval, communication, traceability and reuse+ Contribute to the transfer of functional requirements to development and test teams+ Use CRM workflow technology to automate business processes+ Stay abreast on updates and new releases in CRM technologies (Microsoft's and its competitors)+ Educate end-users on CRM functions+ Provide end user classroom training on the configured CRM application before go-live and individual training during hyper-support after the cut-over **Sales Support**?€?Help determine and translate customer needs into a solution and approach?€?Contribute to proposal development?€?Contribute to scope, approach, and estimating input to the proposal team?€?Contribute to and participate in client demonstrations and presentations**Additional skills required:**+ Microsoft Office Suite, specifically Microsoft Word, Excel, PowerPoint, and Visio+ Microsoft DevOps+ Familiarity with Microsoft technologies/trends+ Strong analytical, presentation, and writing skillsSkills and experience in creating and delivering production demonstrations is preferred but not required.NOTE: Microsoft Dynamics CRM experience is required for this position**Required Technical and Professional Expertise**+ At least 3 years team lead experience or management experience of 5+ team members (management consultant only)+ At least 2 years project experience in enterprise business application development and delivery (e.g., CRM, ERP, SCM, HCM)+ At least 1 year project implementation experience using Microsoft Dynamics 365, Microsoft Dynamics CRM online, or Microsoft Dynamics CRM 2016, 2015, or 2013+ At least 2 years project experience translating client business needs into software capabilities+ At least 2 years project experience with business requirements analysis and modeling+ At least 2 years project experience creating functional designs, test conditions and test scripts+ At least 2 years experience working within a team environment+ Basic knowledge of software development methodologies (Waterfall and/or Agile)**Preferred Technical and Professional Expertise**+ At least 2 years consulting experience working for a global systems integrator+ Microsoft Certified Professional (MCP)+ At least 1 year project experience working with global and offshore project teams+ At least 1 year experience with system integration or user acceptance testing+ At least 1 year experience with organizational design+ At least 1 year experience with business process design or re-engineering+ At least 1 year experience with developing and implementing end-user training programs+ At least 1 year experience implementing or using CRM systems to support customer service, call center, or field service operations**About Business Unit**IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.**Your Life @ IBM**What matters to you when you're looking for your next career challenge?Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities - where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust - where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.Impact. Inclusion. Infinite Experiences. Do your best work ever.**About IBM**IBM's greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.**Location Statement**For additional information about location requirements, please discuss with the recruiter following submission of your application.**Being You @ IBM**IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",full-time,$59K-$85K (Glassdoor est.),,82
Practice Analyst Data,"As a Practice Data Analyst in Physicians of University Hospital, you will support GE/IDX application and revenue cycle. This includes phone and hands on support, education and issue resolution, project work and the running of report queries.

Responsibilities Include:
Extracts patient clinical data from medical records or other sources containing patient clinical data.
Maintains and keeps current with new and existing GE/IDX systems modules, use and applications.
Creates and maintains training material and asssist training new hires and existing employees on current and new GE/IDX applications and features.
Writes supporting documentation and procedures for system changes, modifications and day to day operations.
Assist in the development and testing of test scenarios for new features, patches and hardware.
Troubleshoots with internal and external clients to resolver system, hardware or software errors.
Develops and maintains knowledge of department reporting software to create and run standard and ad hoc reports.
Ensure finance runs are accurate and run on pre-described schedules, to include claims, statements and Collection transfers.
High School Diploma or equivalent, required. Bachelors degree, preferred.
Minimum of two (2) years progressive billing experience including IDX experience, required.
Our Culture:

Transforming care, optimizing patient satisfaction and creating better patient outcomes are just some of the things our talented team members are doing at North Shore-LIJ each and every day. As a culture committed to providing our customers with the highest quality service, we stand behind our core values: Patients first; Caring; Excellence; Innovation; Integrity and Teamwork. It is our commitment and our culture that sets us apart from others and is the cornerstone of everything we do. Join an organization whose team members are valued, cared for and offered continuous opportunities to grow. Click on the link to learn more about us: www.northshorelij.com/goals

Please note: North Shore-LIJ is a smoke-free environment. Smoking and the use of tobacco products is strictly prohibited anywhere on campus, including parking lots and outdoor areas on the premises.Free smoking cessation programs and quit medications are offered to team members who wish to quit through the North Shore-LIJ Center for Tobacco Control.",full-time,$59K-$85K (Glassdoor est.),,87
Buyside - Data Scientist/Research Analyst,"Buyside - Data Scientist/Research Analyst

Location: New York, United States

Salary: US$180000 - US$280000 per annum + competitive

Sectors: Asset Management

Job Type: Permanent

Apply for this Job
We're currently working closely with a prestigious investment fund seeking top data scientists/analysts. The ideal candidate has fundamental experience with a strong data science skillset. These positions are based in the NYC/tristate area.

If you have experience conducting fundamental equity or quantamental research, we'd like to talk to you! We're particuarly excited if you've worked with alternative data and large unstructured datasets. We prefer individuals with an established track record in finance and a strong engineering/data science background/toolkit.

This is an exceptional opportunity to solve problems related to alpha generation and trading, and advance data driven products. We are seeking individuals with hands-on, high-impact, data driven applications in industry and academia.

You will have the opportunity to partner up with quant researchers, technologists, and academics beyond traditional finance to develop creative solutions to the world's most challenging economic problems across markets and industries. Additionally, you will have the flexibility and opportunity for tremendous career growth.

The ideal candidate / successful individual will have experience with:
Minimum of a Bachelor's or Master's Degree in STEM programs (ie. Applied Mathematics, Economics, Statistics, Engineering, Neuroscience, or relevant degree)
4-10 years of experience in a fundamental research or data science role
Heavy experience with Python, R, SQL
Experience applying statistical methods to properiety data and deriving actionable insights, communicating analysis to researchers and PMs
STRONG communication skills are a must!


Good to have:
PhD in Computer Science, Statistics, Economics, etc.
Bonus points for experience working with alternative, nontraditional data sources
Ability to wear multiple hats, self-starter mentality
Ability work in a fast paced environment and create projects from scratch
Sthree US is acting as an Employment Agency in relation to this vacancy.

Apply for this Job",full-time,$59K-$85K (Glassdoor est.),,159
Data Analyst - Healthcare Provider Networks and Formularies,"About Data Analytics at Vericred:

Vericred has built the largest, most granular, and most accurate data set covering Health Insurance and Employee Benefits plans, rates, provider networks and formularies in existence. Our data is used by millions of consumers and brokers to find plans, providers and drugs that balance cost and quality. Researchers and government agencies use our data to understand market dynamics and even drive policy decisions.

Our Data Analytics team works with internal and external constituents to develop insights from, and about, our data and interactions with our platform. We partner with leadership and the Robert Wood Johnson Foundation to research and develop content for thought leadership pieces. We build actionable reports and dashboards to help our operations team understand the timeliness, completeness and accuracy of our data. We research extensions to the breadth and depth of the data that we capture and validate our approaches to ingesting and synthesizing that data.

This role will be based in our New York City (Flatiron) office.

In this role you will:
Research and validate new data sources to improve, and expand, upon our data solutions
Maintain our canonical source mappings for Network and Formulary data
Uncover meaningful insights about our data - driving product development direction
Build and maintain user-facing dashboards to monitor data quality
Build and test data verification models
Partner with Engineering on validating, maintaining and extending our data ingestion platform
We would love to hear from you if you have:
A bachelors or greater in CS, Statistics, Economics or equivalent work experience
2+ years of experience with data visualization tools and technology (Tableau, Looker, D3.js)
2+ years of experience with data pipelines, ETL processes and Big Data tools (Hive, Pig, Redshift or equivalent)
3+ years of experience with SQL
Extra points for experience with common data analytics languages like R, SAS, or Python
About Vericred

Founded in 2014, Vericred is a data services company simplifying the exchange of health insurance and employee benefits data. What Plaid has done for financial services and Sabre for travel and hospitality, we are doing for health insurance by building digital infrastructure to enable the digital transformation of this $1Trillion industry.

Who We Are

At Vericred, we are data people: process driven, organized, and obsessed with the details. We value collaboration and make sure we have plenty of opportunities to spend time together outside of the office through fitness events, movie nights, happy hours, and more. We love our work and recognize the importance of balancing interests, relationships, and time outside of it. We are avid learners and prioritize personal and professional growth alongside company growth at the individual and the team level.

Our benefits include
Competitive Salary
Equity Participation
100% company paid medical and dental for you and your dependents
Healthcare and dependent FSA
401K with matching
Twice weekly catered lunches
Unlimited snacks and drinks in-office
Responsible PTO policy
Pre-tax commuting benefits
fRYEday: Our end of week Rye tasting and happy hour ritual
Stand-up desks
Centrally located office on Madison Square Park
We are an equal opportunity employer. We welcome people of different backgrounds, experiences, abilities and perspectives. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status.

Powered by JazzHR",full-time,$59K-$85K (Glassdoor est.),,42
Electronic Trading Data Analyst,"Requisition ID: 87418

Join the Global Community of Scotiabankers to help customers become better off.

The e-GFI QS team is looking for a new team member who will work in close collaboration with US Fixed Income trading to apply quantitative techniques to the US Rates Sales & Trading business line. The team is composed of individuals possessing a mix of skills including business knowledge, mathematical modelling, programming, machine learning, and data science. This position is appropriate for someone who wants to help solve the complex problems arising from the mission to bring a high degree of automation to the Fixed Income trading business. This role will be a crucial team member in what is a top strategic priority for Global Banking and Markets.

Is this role right for you?
Develop data-driven models to facilitate automatic pricing, risk management, hedge selection and execution
Prioritize a key initiative to deliver client value reporting
Responsibility for developing and maintaining US Rates?€? tick data infrastructure in conjunction with IT to ensure fidelity of data and accuracy of model outputs
The ability to work as an extension of the trading desk, understanding markets/trading , generating analytics, making recommendations, and driving total P&L
The ability to communicate effectively between the traders, technologists, and other team members
Do you have the skills you need to succeed? We'd love to work with you if you have:
Experience with KDB or other tick DB
Experience or familiarity with FICC Trading
Excellent mathematical skills
Familiarity with reinforcement learning, neural networks or other machine learning techniques
A Masters or PhD in a quantitative field or a BSc with significant relevant experience
Familiarity with coding in Python
Knowledge of Scala or another functional programming language, or willing to learn
Self-motivation and an entrepreneurial attitude towards problem solving and the pursuit of process improvement
Location(s): United States : New York : New York City

As Canada's International Bank, we are a diverse and global team. We speak more than 100 languages with backgrounds from more than 120 countries. Our employees are committed to a superior customer experience and use the Bank?€?s six guiding sales practice principles to ensure they act with honesty and integrity.

At Scotiabank, we value the unique skills and experiences each individual brings to the Bank, and are committed to creating and maintaining an inclusive and accessible environment for everyone. If you require accommodation (including, but not limited to, an accessible interview site, alternate format documents, ASL Interpreter, or Assistive Technology) during the recruitment and selection process, please let our Recruitment team know. If you require technical assistance, please click here. Candidates must apply directly online to be considered for this role. We thank all applicants for their interest in a career at Scotiabank; however, only those candidates who are selected for an interview will be contacted.",full-time,$59K-$85K (Glassdoor est.),,63
"Data Analyst, Center for Developing Brain","The Child Mind Institute is seeking a Data Analyst to join the Center for the Developing Brain (CDB) research team. CDB is a research group focused on the development and deployment of sophisticated statistical techniques to understand brain maturation and clinical neuroscience. The Data Analyst will be an integral part of multi-center effort based at the Child Mind Institute to understand the development of the brain?€?s corticostriatal thalamocortical circuits. These circuits are critical to driving learning, and mapping their development from childhood through adolescence will improve our understanding of how atypical brain development contributes to the emergence of psychiatric symptoms.

The Data Analyst will gain familiarity in running data-intensive methods for neuroimaging data, including multi-site harmonization, quality control, and preprocessing, as well as a suite of cutting edge, data-intensive multivariate and machine learning techniques for analysis of neuroimaging data. An ideal candidate will have a strong work ethic, can work well independently and as part of a team, and has the ambition to deepen an already existing set of strong technical skills.

Reporting to one of our Research Scientists of the Center for the Developing Brain, this is a full-time position, located at the midtown headquarters.

The Child Mind Institute is proud to be named aGreat Place to Work-Certified company! Our competitive compensation and benefits include medical insurance, 401(k) with match, flexible work schedules, paid parental leave, dependent care and discounted tickets and entertainment perks program.

Responsibilities:
Multi-site MRI and behavioral data harmonization, cleaning, and preprocessing
Learning and implementing new statistical methods for intensive analysis of neuroimaging data
Implementation, execution, and maintenance of fMRI imaging analysis pipelines
Perform basic and advanced univariate and multivariate statistical analyses for projects and reports
Develop graphs, reports, and presentations of project results
Assist in preparing data to be shared with research collaborators
Assist with data analysis for research projects and publications
Independent and self-directed learning and skill improvement
Qualifications:
Bachelors or Master?€?s degree in computer science, neuroscience, engineering, mathematics, statistics or related areas is preferred
Extensive programming experience in one or more open source languages (e.g., Python, R)
Experience with neuroimaging analysis and proficiency with one or more packages (e.g. FreeSurfer, AFNI, FSL, Workbench or SPM) is a plus, but not required.
A passion for the applying computational methods to understand clinical conditions.
Strong interpersonal skills, as well as strong written and oral communication
Ability to work in a fast-paced environment
Ability to work as a member of a team as well as independently
Passion for CMI mission
Please upload your resume, Github profile and writing sample during the application process.

The Child Mind Institute is an equal opportunity employer and does not discriminate in employment based on race, religion (including religious dress and grooming practices), color, sex/gender (including pregnancy, childbirth, breastfeeding or related medical conditions), sex stereotype, gender identity/gender expression/transgender (including whether or not you are transitioning or have transitioned) and sexual orientation; national origin (including language use restrictions and possession of a driver's license issued to persons unable to prove their presence in the united states is authorized under federal law [Vehicle Code section 12801.9]); ancestry, physical or mental disability, medical condition, genetic information/characteristics, marital status/registered domestic partner status, age (40 and over), sexual orientation, military or veteran status, or any other basis protected by federal, state or local law or ordinance or regulation.",full-time,$59K-$85K (Glassdoor est.),,95
Data Processing & Performance Analyst,"The Brink?€?s name is a promise to respect the trust we?€?ve earned in over 150 years in business. Every employee honors that promise by offering the highest levels of service and support to our customers. We take pride in our work, and we share a passion about our future. Learn why so many people have made the choice to join our team ?€? and stay here.

Job Title

Data Processing & Performance Analyst

Job Description

Brink?€?s Global Services is a division of Brink?€?s Inc, the world?€?s premier provider of secure logistics and security solutions in more than 122 countries across 5 continents. Brink?€?s Global Services specializes in the secure transportation and handling of valuable goods throughout the logistic value chain, from raw materials and components to finished products within the mining, banknote, precious metal, jewelry, security, art and pharmaceutical industries The company has a proud history of providing growth and advancement opportunities for its employees. We have a challenging opportunity for a Data Processing & Performance Analystbased out of our JFK, New York location.

Job Summary:
The Data Processing & Performance Analyst is responsible for overall data gathering, analysis, and administration of: operating procedural, metrics tracking, communication, and TQM & Lean Development initiatives. This position assists with the development and implementation of performance improvement initiatives and controls used in the US Brink?€?s Global Services (USBGS) network.

Key Responsibilities:
Serve as the primary contact in USBGS for all service-level communications with the USBGS network branches
Daily follow up with the network for coordination of operational activities
Daily management of key performance measures such as POD (Proof of Delivery)
Work closely and objectively with other department personnel to obtain system/process data in support of consolidated performance development
Data entry/data management at large scale
Participate in execution, implementation and monitoring of process improvement initiatives and performance metrics
Auditing of various regulatory compliance requirements and creation of document packets for Customers and relevant Authorities
Work with branches to ensure process efficiencies are implemented and maintained
Work with varies departments to assure that branches are providing acceptable levels of service
Conduct Inter-Company Charges (BTC) analysis, and report irregularities and other findings
Provide reports and analysis, including performance, financial and cost savings summaries
Develop process related training programs & materials for both USBGS and branch staff, and conduct on-going training/development initiatives
Travel to branch locations to conduct inquiries, analysis and audits
Perform other duties as assigned or necessary
About Brink?€?s


Brink?€?s is the global leader in security and logistics services, trusted by banks, financial institutions and businesses in both public and private sectors. We deliver the currency of the world to businesses in our communities. We do it because we?€?re needed. We do it because we?€?re trusted and valued. We do it because it makes us proud. Brink?€?s Proud.

What?€?s Next?


Thank you for considering applying for a job at Brink?€?s U.S. To be considered for this position, you must complete the entire application process, which includes answering all prescreening questions and providing your eSignature.

Upon completion of the application process, you will receive an email confirming that we have received your application. We will review all candidates and notify you of your status should we deem you fit for a job. Thank you again for your interest in a career at Brink?€?s U.S. For more information about future career opportunities, join our talent network, Like our Facebook page or Follow us on Twitter.

Brink?€?s is an equal opportunity/affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, marital status, protected veteran status, sexual orientation, gender identity, genetic information or history or any other characteristic protected by law. Brink?€?s is also committed to providing a drug free workplace.

We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.",full-time,$59K-$85K (Glassdoor est.),,16
Business Analyst - Data Analyst,"Job Description
Must be proficient in Advanced Excel ?€? Pivot, dashboarding, macro writing

Must be able to analytical to help Director understand trends in dataset on a weekly basis
Must understand databases to help the team build out certain reports from
Must be an effective communicator ?€? will need to help facilitate and take notes in two key meetings weekly.
Must be a good problem solver. Need help to solve some of our challenges with manual excel files and identify way of automation or improvements
Preferred data analytics degree ?€? help with future initiatives
Preferred knowledge of SharePoint 2010 ?€? help build out Internal Audit SharePoint site and navigate existing SharePoint applications
Preferred knowledge of Tableau ?€? Help IA with dashboarding
Preferred knowledge of Microsoft Power BI Desktop ?€? help with dash boarding
Preferred knowledge of GRC Tools

Summary: Responsible for conducting research and root cause analysis for customers with
the goal of recommending and implementing new processes and solutions to
operational deficiencies. Resolves issues and improves operational performance
on a cross-functional/departmental basis. This is a senior level position
working independently with guidance only in the most complex situations.
Responsibilities: - Investigate service related issues to identify root cause of issues; identify
and communicate business needs assessments as necessary.
Develop forecasting tools using current technology/systems (Access, Excel,
Monarch, etc.)
Translate business requirements and assist IT with the development of
technical specifications.
Develop solutions based on data analysis to increase business efficiency.
Lead or participate in internal and external project workgroup(s) and
presentations.
Conduct User Acceptance Testing (UAT) for projects, implementations, system
fixes and enhancements, etc.
Prepare materials for internal and external audit activities; review audit
findings/reports for accuracy and completeness. If appropriate, formulate
rebuttal and/or corrective action steps.
May coach/mentor less experienced staff, assist in on-boarding of new staff
and/or distribute and follow-up on work assignments.
Perform other relevant tasks as assigned by management.
Qualifications: Education:
Bachelor's degree required.
Experience:
Minimum of seven (7) years' experience in an operational role, or analytical
role
Knowledge:
Knowledge of Healthcare industry required
Knowledge of Project Management methodologies
Requires knowledge of Healthcare firm?€?s products and services
Requires working knowledge of division operating plan and firm?€?s operating
model.",full-time,$59K-$85K (Glassdoor est.),,13
Data Analyst with Rochade,"Hi, Trust Yoursquore Doing Good. Enclosed is the job description for your perusal. If you are interested, kindly send me your updated resume along with the expected rate ASAP. Role Data Analyst with Rochade Location NYC, NY Duration Long Term Responsibilities Top three skills Data Catalog, Informatica IDC, Informatica EDC Build stitching linage inside data catalog tool Must have knowledge of lineage and financial industry, technical metadata layer ASG DI or shade tool, IBM ISGWatson, Informatica IMM or ECD (data lineage tools) Skills Needed for Application Analyst ASG Rochade, Becubic Data Lineage Data Stitching"" Thank You Sai Kiran Sr. Technical Recruiter (D) 248-504-6876 (M) (614) 721-6940 Emailsaikiran.chrsrit.com 22260 Haggerty Rd, Suite 285,Northville, MI 48167. www.rsrit.com httpwww.rsrit.com",full-time,$59K-$85K (Glassdoor est.),,113
Advertising Data Analyst,"Advertising Data Analyst

Hearst Television is seeking an Advertising Data Analyst to join our team.

The candidate will be responsible for:

??? Collaborating with sales, tech and product teams to design, implement and refine state-of-the-art digital dashboards.

??? Helping to define and drive Hearst Television's data visualization and presentation strategy.

??? Evaluating existing data sources and related products on a regular basis, performing QA and health checks to ensure data integrity.

??? Performing ad hoc analysis to support our local sales staff, as well as creating custom visualizations as needed.

??? Helping to evangelize sales reporting needs and priorities to the product and tech teams.

??? Defining UI specs and user experience, managing related vendors and scope of work.

??? Interpreting data to inform decisions and tell accurate stories to our advertisers.

Knowledge:

??? Experience collecting, integrating, and manipulating new data to be fed into BI tools or data lakes and a basic understanding of data storage and retrieval architecture.

??? Strong experience with data analysis and visualization software, e.g. Google BigQuery, Power BI, Domo, Tableau or similar.

??? SQL, R or other analysis language proficiency preferred.

??? Experience with digital ad campaign/DMP reporting platforms and metrics.

Skills and Abilities:

??? Strong analytical mindset with a passion for investigative analysis.

??? Ability to communicate and document processes and analysis, and clearly communicate results to technical and non-technical teammates.

??? Comfortable interacting with sales teams and occasionally with external clients.

??? A high level of organization and prioritization; must be able to assess and assign priority to multiple goals, and clearly communicate timelines.

??? Proven ability to multitask in a fast paced, fluid environment.

Experience:

??? 3 - 5 years experience in a digital analytics or digital ad campaign analysis role.

??? Project management and goal-setting experience within a digital analytics or analysis environment.

Education:

Bachelor?€?s degree in relevant field or equivalent experience required.",full-time,$59K-$85K (Glassdoor est.),,154
Product Analyst - Data,"Working with William Hill, you will be at the heart of the technological revolution with one of the world's most trusted betting and gaming companies. William Hill deals with projects ranging from desktop or mobile casinos and betting sites, to name a few. We process 500 online Sportsbook bets per second each Saturday, that's the same as the number of orders processed by Amazon UK, on its busiest day of the year. We deal with more than 20 million users daily; impressed? You can be sure there are many more challenges waiting for you.

When we say cutting edge, we mean it. Here, you can work on highly reliable systems with low latency, much like the transactional systems of the best financial institutions, butwith the fun included.

You will have access to development opportunities, including IT conferences, internal training, and lunch and learn sessions. You will be part of a great working atmosphere, performing complex work in a collaborative team of amazing people, with forward-thinking managers. You will have the opportunity to make an impact.

What You Will Do:

We're looking for a Data Product Analyst/Scrum Master to join our growing data team!

As the Data Product Analyst/ Scrum Master you will:
Be a subject matter expert for William Hill Data
Assist the Data Architect in creating and updating a Road Map for Data team
Love to collaborate with other data professionals, engineers, and business operation experts to understand and address reporting needs
Work closely with engineering and design resources to understand and create user stories and epics
Possess excellent communication skills to successfully interact with the technology and business teams
Have experience creating mocks ups, data flow diagrams, process diagram, project plan, and charters
Document and organize requirements using Agile methods like themes, epics and user stories with detailed acceptance criteria
Delegate SCRUM meetings as well was maintaining JIRA board.
Be proactive with leadership abilities with a strong ""can do attitude""
Highly detailed oriented
Strong willingness & comfort taking on and challenging development approaches
Previously worked in agile and scrum.
Be a Team Player, willing to wear multiple hats
What You Will Need:
7+ years delivering successful data warehousing projects
Expertise in Agile software product delivery and SCRUM
Experience Writing OKR's and acceptance criteria
Ability to Facilitate UAT
Fluency in creating and maintaining roadmaps
BI reporting and analytic experience
Firm Understanding of ETL process
Understanding SQL to perform ad hoc queries for data analytics
Experience in cloud technology preferably AWS, experience in relational DB technology and creating mapping documents
Required:

You will need to successfully complete a background and drug screen.

Like what you see? Apply here and get in the game.

William Hill provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, creed, national origin, ancestry, sex, age, physical or mental disability, pregnancy, veteran or military status, genetic information, sexual orientation, gender identity or expression, marital status, civil union/domestic partnership status, familial status, domestic violence victim status, or any other legally recognized protected basis under federal, state or local laws. William Hill complies with applicable federal, state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.
Essential Functions/Exposures:
Must be able to sit for extended periods of time
Must be able to type and talk on the phone for extended periods of time
Regular attendance in the office
#LI-OG",full-time,$59K-$85K (Glassdoor est.),,122
